Review,Brand,Variety,Style,Country,Stars,Top Ten
1616,Unif-100,Instant Noodles Artificial Spicy Beef Flavor (New Package),Pack,China,3.5,No
1615,Hankow,Shanghai Kaiyang Noodle,Pack,China,4,No
1614,The Bridge,Penang White Curry Noodle,Pack,Malaysia,5,No
1613,Maruchan,Kaoru Maitake Tempura Udon,Bowl,Japan,3.25,No
1612,Shan,Shoop Instant Noodles Spicy Lemon Flavour,Pack,Pakistan,3.25,No
1611,Lucky Me!,Supreme Seafood Flavor Big Cup,Bowl,Philippines,4,No
1610,Paldo Vina,Koreno Premium Ginseng Flavor,Pack,Vietnam,3,No
1609,Mitoku,Brown Rice Ramen,Pack,Japan,0.25,No
1608,Hao Way,Penang Vegetarian Prawn Instant Noodles,Pack,Malaysia,4.5,No
1607,Myojo,Nyumen Desse Shoyu,Bowl,Japan,2.75,No
1606,Maggi,Perencah Kari Letup Mi Segera,Pack,Malaysia,4,No
1605,Nissin,Demae Iccho Mushroom With Vegetables Flavour Macaroni,Pack,Hong Kong,3.5,No
1604,Unzen,Mushroom Honpo Shiitake Nutritious Noodle,Pack,Japan,1,No
1603,Salam Mie,Mi Goreng Ala Jawa Dengan Sambal Cabe Asli,Pack,Indonesia,5,No
1602,Vina Acecook,Mikochi Tom Yum Flavor Instant Noodles,Pack,Vietnam,3.5,No
1601,Nongshim,Jinjja Jinjja (New),Pack,South Korea,5,No
1600,Chering Chang,Instant Non-Fried Noodles Shallot Pork Flavour,Pack,Taiwan,5,No
1599,Nissin,Top Ramen Super Noodles Tomato,Pack,India,3.5,No
1598,Mama,Cup Rice Vermicelli Shrimp Creamy Tom Yum,Cup,Thailand,4,No
1597,Nissin,Original Chow Mein Premium Spicy Chicken Flavor,Tray,USA,4,No
1596,Uncle Sun,White Curry Noodle More Spicy,Pack,Malaysia,3,No
1595,JML,Emporer Instant Noodles Spicy Chicken,Pack,China,5,No
1594,Acecook,Jan Jan Dashi Shoyu Yakisoba,Cup,Japan,2.25,No
1593,Nongshim,Tteokgukmyun,Pack,South Korea,4.25,No
1592,Mom's Dry Noodle,Vegan Chilli With Sesame Sauce,Pack,Taiwan,5,No
1591,Mi E-Zee,Perisa Sayuran,Pack,Malaysia,3.5,No
1590,Mi E-Zee,Perisa Kari Sayuran,Pack,Malaysia,3.75,No
1589,E-mi,Mi Perencah Ayam Jagung,Pack,Malaysia,3.75,No
1588,Mi E-Zee,Perisa Bayam,Pack,Malaysia,3.5,No
1587,Mi E-Zee,Plain Noodles,Pack,Malaysia,Unrated,No
1586,J.J.,Snek Mi Perisa Ayam,Pack,Malaysia,3.75,No
1585,CarJEN,Nyonya Curry Laksa,Pack,Malaysia,5,2015 #4
1584,E-mi,Mi Perencah Asam Pedas,Pack,Malaysia,3.75,No
1583,J.J.,Snek Mi Perisa BBQ,Pack,Malaysia,4,No
1582,Mi E-Zee,Perisa Kari / Curry Flavour,Pack,Malaysia,4,No
1581,United,3 Con Tom Instant Noodles Thailand Sour Shrimp Flavor,Pack,Vietnam,2.75,No
1580,Emart,Dare You! Habanero Ramen (New Edition),Pack,South Korea,3.75,No
1579,Curry Prince,Penang Authentic White Curry Noodle,Pack,Malaysia,4,No
1578,Nissin,Gonbuto Tempura Udon,Bowl,Japan,4,No
1577,Mama,Pork Flavour Whole Wheat Noodle,Pack,Thailand,3.75,No
1576,Maggi,Authentic Indian Noodles Vegetable Atta Masala,Pack,India,3.75,No
1575,Paldo,Jjajangmen Chajang Noodle King Bowl,Bowl,South Korea,5,No
1574,Chering Chang,Steam Vegetarian Flavor Noodles,Pack,Taiwan,3.5,No
1573,Hao Way,Penang White Curry Instant Bowl Noodles,Bowl,Malaysia,4.75,No
1572,Master Kong,Artificial Seafood Flavor Instant Noodle,Pack,China,3.75,No
1571,Econsave,Choice Instant Noodles Curry Flavour,Pack,Malaysia,3.5,No
1570,Maruchan,"Big Cup Ramen Corn, Salt & Butter Flavor",Bowl,Japan,5,No
1569,Maggi,Mi Goreng Perencah Kari Ori,Pack,Malaysia,4,No
1568,Mama,Instant Noodles Cup Beef Flavour,Cup,Thailand,3.5,No
1567,Nissin,Emergency Cup Noodle,Cup,Japan,4.25,No
1566,Nissin,Cup Noodles Tomato Enjoy Noodles With Hot Soup,Cup,India,3.25,No
1565,Oyatsu,Baby Star Snack Noodle Chicken Flavour,Pack,Japan,2.5,No
1564,A-One,Mì Ly Instant Noodles Mì Thịt Xào Pork Flavor,Cup,Vietnam,3,No
1563,Nongshim,Shin Ramyun Noodle Soup (New Edition),Pack,USA,4.25,No
1562,Koka,Purple Wheat Noodles Soy & Vinegar Flavor,Pack,Singapore,2.75,No
1561,Uncle Sun,White Curry Noodle,Pack,Malaysia,4.5,No
1560,Kin-Dee,Instant Rice Noodle Spicy Seafood,Tray,Thailand,3.75,No
1559,Master Kong,Spicy Beef Flavor Instant Noodle,Pack,China,4,No
1558,No Name,Beef Flavour Oriental Noodles And Soup Mix,Cup,Canada,2,No
1557,Hao Way,Penang Laksa ,Pack,Malaysia,3.5,No
1556,Ching's Secret,Hot Garlic Instant Noodles,Pack,India,3.75,No
1555,Ko-Lee,Instant Noodles Taste Sensation Mixed Vegetable Flavour,Pack,UK,3.5,No
1554,ICA,Asia Fast Noodles Snabbnudlar Räksmak,Pack,Sweden,3,No
1553,Mamee,Mi Segera Perisa Itik,Pack,Malaysia,3.75,No
1552,Bamee,Oriental Style Instant Noodles Pa-Lo Duck Flavour,Pack,Thailand,3.5,No
1551,Myojo,Men Black Seafood Tonkotsu,Bowl,Japan,3.5,No
1550,Ibumie,Penang White CurryMee,Pack,Malaysia,5,No
1549,Sapporo Ichiban,Chow Mein Japanese Style Noodles Yakisoba,Pack,Canada,5,No
1548,Samyang Foods,Curry Noodle,Cup,Japan,3.75,No
1547,Vedan,Volcano Spicy Pork Noodle,Bowl,Taiwan,4.25,No
1546,Nissin,Demae Rice Vermicelli Beef Flavour,Pack,Hong Kong,3.5,No
1545,Nanyang Chef,Penang Asam Pedas Hot & Sour Noodle,Pack,Malaysia,5,No
1544,Thai Pavilion,Pad Thai Instant rice Noodles & Sauce,Tray,USA,1.5,No
1543,Maggi,2 Minute Noodles Hungrooo Masala Spicy,Pack,India,3.75,No
1542,Koka,Noodles Beef Flavour,Cup,Singapore,2.5,No
1541,Wu-Mu,Steam Pork Flavour,Pack,Taiwan,3.75,No
1540,Unif-100,Instant Noodles Artificial Shallot Beef Flavour,Pack,China,4.25,No
1539,New Touch,Kimchi Noodle,Bowl,Japan,3.5,No
1538,Sau Tao,Oat Noodle Tomato Soup Flavored,Pack,Hong Kong,4.5,No
1537,Wai Wai,Quick Zabb Chili Paste Tom Yum Flavour Instant Noodles,Pack,Thailand,3.75,No
1536,Paldo Vina,Koreno Premium Shrimp Flavor,Pack,Vietnam,3.25,No
1535,Sau Tao,Oat Noodle Pork Rib Flavored,Pack,Hong Kong,3.5,No
1534,Vit's,Seafood Instant Noodles,Pack,Malaysia,3.75,No
1533,Miliket,Sate Flavor Instant Noodles,Pack,Vietnam,3.75,No
1532,Lucky Me!,Special Instant Noodles Jjamppong Flavor,Pack,Philippines,4.5,No
1531,Lucky Me!,Special Instant sopas Chicken Flavor,Pack,Philippines,3.75,No
1530,Lucky Me!,Spicy Beef Mami Instant Noodle Soup,Pack,Philippines,4,No
1529,Lucky Me!,Special Instant Curly Spaghetti With Yummy Red Sauce,Pack,Philippines,4,No
1528,Lucky Me!,Supreme Pinoy Chicken Instant Noodles,Cup,Philippines,3.25,No
1527,Lucky Me!,Special Baked Mac Style Instant Macaroni,Pack,Philippines,4.5,No
1526,Lucky Me!,La Paz Batchoy Instant Noodle Soup,Pack,Philippines,3.75,No
1525,Pama,Instant Kua Teow Tom Yam,Cup,Malaysia,3.75,No
1524,Nissin,Chu Qian Yi Ding Spicy Sesame Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,No
1523,Paldo,Jjamppong Seafood Noodle King Bowl,Bowl,South Korea,5,No
1522,Vifon,Instant Porridge Seafood Flavour,Pack,Vietnam,3.25,No
1521,Maruchan,Gotsumori Sauce Yakisoba,Tray,Japan,5,2015 #9
1520,Yum Yum,Oriental Style Instant Noodles Wasabi Flavour,Pack,Thailand,3,No
1519,Ching's Secret,Manchurian Instant Noodles,Pack,India,3.5,No
1518,Mamee,Chef Gold Recipe Bihun Kari Seribu Rasa,Pack,Malaysia,4.5,No
1517,Katoz,Instant Noodles Spicy Chili,Pack,Sweden,3.5,No
1516,Men-Sunaoshi,Miso Ramen,Pack,Japan,3.75,No
1515,Nongshim,Neoguri Udon Seafood & Mild,Pack,South Korea,4,No
1514,Maggi,Royale Penang Seafood Curry,Pack,Malaysia,4.5,No
1513,Mama,Instant Noodles Tom Yum Pork Flavour,Pack,Thailand,4,No
1512,Chewy,Japanese Fried Ramen Noodles Kyoto Barbecue Sauce Flavour,Pack,Hong Kong,1.75,No
1511,Long Jun Hang,Tainan Yi Mien With Sesame Oil Sauce,Pack,Taiwan,3.25,No
1510,Knorr,Quick Serve Macaroni Wonton Broth,Pack,Hong Kong,3.25,No
1509,Nissin,Donbei Kitsune Udon Mini,Bowl,Japan,3.5,No
1508,Mamee,Chef Gold Recipe Mi Kari Seribu Rasa,Pack,Malaysia,5,2015 #6
1507,Nissin,Chu Qian Yi Ding Prawn Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,No
1506,Nissin,Cup Noodles Mug Noodles Spicy Vegetable,Pack,India,3.75,No
1505,Shan,Shoop Instant Noodles BBQ Flavour,Pack,Pakistan,3.25,No
1504,Master Kong,Stewed Beef Flavor Cooking Noodle,Pack,China,4.25,No
1503,Nongshim,Bowl Noodle Soup Shrimp Habanero Lime Flavor,Bowl,USA,3.25,No
1502,JML,Artificial Pork Flavor Noodles,Pack,China,4,No
1501,Acecook,Ohmori Chukafu Yakisoba,Tray,Japan,3.25,No
1500,MyKuali,Penang Red Tom Yum Goong Noodle,Pack,Malaysia,5,2015 #1
1499,United,Instant Noodles Xi Gon Artificial Stewed Beef Flavor,Pack,Vietnam,3.25,No
1498,Samyang Foods,Sogokimyun Hot Flavor Noodle Soup,Pack,South Korea,3.5,No
1497,Nissin,Easy Fideos Picante Lime Shrimp Flavor Ramen Noodle Soup,Cup,USA,3.5,No
1496,Master Kong,Mianba Pork Ribs Flavor Instant Noodles,Pack,China,4.5,No
1495,Super,Instant Noodles Mee Goreng,Cup,Malaysia,3.75,No
1494,Indomie,Pop Mie Chicken Flavour Cup Noodles,Cup,Indonesia,3.5,No
1493,Maruchan,Magomi-an Kitsune Udon (Eastern Japan Flavor),Bowl,Japan,4.25,No
1492,Wai Wai,Quick Zabb Tom Yum Shrimp Flavour Instant Noodles,Pack,Thailand,4,No
1491,Ottogi,Potato Ramen,Pack,South Korea,3.75,No
1490,Nissin,Soba Chili Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.5,No
1489,Maggi,Multigrainz Noodles Spice Remix,Pack,India,3.25,No
1488,Mom's Dry Noodle,Sichuan Spicy Flavor,Pack,Taiwan,5,No
1487,ICA,Asia Snabbnudlar Kycklingsmak,Pack,Sweden,3.25,No
1486,Mom's Dry Noodle,Onion Oil & Shrimp Flavor,Pack,Taiwan,5,No
1485,Nongshim,Spicy Tonkotsu Noodle Soup,Pack,USA,5,No
1484,Ibumie,Mee Baa..Gus Mi Goreng Spicier Original Flavour,Pack,Malaysia,3.75,No
1483,Four Seas,Hot & Spicy Instant Noodle (Mushroom & Beef Flavour),Pack,Hong Kong,4,No
1482,Maruchan,I Want To Eat Ramen' Shoyu Flavor,Pack,Japan,4,No
1481,Master Kong,Mushroom Stew Chicken Ramen,Pack,China,3.5,No
1480,Paldo,Jjol Bibim Men,Pack,South Korea,4,No
1479,Nissin,Cup Noodles Easy Fideos Tomato Chicken Flavor Ramen Noodle Soup,Cup,USA,3.5,No
1478,Ruski,Tom Yam Flavour Instant Noodles,Pack,Thailand,4,No
1477,Mama,Instant Noodles Moo Nam Tok Flavour,Pack,Thailand,4,No
1476,Thai Chef,Instant Nudelsuppe Shrimp Flavour,Pack,Germany,3.5,No
1475,Bamee,Cup Oriental Style Instant Noodles Chicken Flavour,Cup,Thailand,3.25,No
1474,Mama,Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack,Pack,Thailand,4,No
1473,Mama,Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme),Cup,Thailand,5,No
1472,Ruski,Chicken Masala Flavour Instant Fried Noodles,Pack,Thailand,3.75,No
1471,Mama,Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack,Pack,Thailand,5,2013 #10
1470,Mama,Instant Cup Noodles Spicy Cheese Flavour,Cup,Thailand,3.5,No
1469,Bamee,Oriental Style Instant Noodles Beef Flavour,Pack,Germany,3.25,No
1468,Mama,Instant Cup Noodles Seafood Pad Kee Mao Flavour,Cup,Thailand,5,No
1467,Ruski,Creamy Tom Yam Instant Noodles,Pack,Thailand,4.5,No
1466,Mama,Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack,Pack,Thailand,5,2015 #8
1465,Thai Chef,"Shrimp ""Tom Yum"" Instant Nudelsuppe",Pack,Germany,3.5,No
1464,Nanyang Chef,Penang White curry Noodle With Nanyang Chilli Paste,Pack,Malaysia,4.75,No
1463,Maruchan,Instant Lunch California Vegetable Ramen Noodles With Vegetables,Cup,USA,3.5,No
1462,Wei Lih,Steam Instant Noodles Korean Salt & Rib Soup Flavour,Bowl,Taiwan,2.25,No
1461,Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Singapore,4,No
1460,Nissin,Premium Instant Noodles Spicy Beef Flavour,Pack,Singapore,3.75,No
1459,Nissin,Cup Noodles Tom Yam Veg Flavour,Cup,Singapore,4,No
1458,Nissin,Premium Instant Noodles Roasted Beef Flavour,Bowl,Singapore,3.75,No
1457,Nissin,Chu Qian Yi Ding Sesame Oil Flavour,Pack,Singapore,3.75,No
1456,Nissin,Cup Noodles Chicken Flavour,Cup,Singapore,3.5,No
1455,Nissin,Premium Instant Noodles XO Sauce Seafood Flavour,Pack,Singapore,3.75,No
1454,Nissin,Cup Noodles Chilli Crab Flavour,Cup,Singapore,4,No
1453,Nissin,Japanese Ramen Kyushu Black Instant Noodles With Soup Base,Pack,Singapore,5,No
1452,Nissin,Premium Instant Noodles Spicy Beef Flavour,Bowl,Singapore,3.75,No
1451,Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,4,No
1450,Nissin,Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base,Pack,Singapore,5,No
1449,Nissin,Cup Noodles Seafood Curry Flavour,Cup,Singapore,4,No
1448,Nissin,Premium Instant Noodles Roasted Beef Flavour,Pack,Singapore,4.25,No
1447,Nissin,Cup Noodles Cream Of Chicken Flavour,Cup,Singapore,4,No
1446,Myojo,Ippei-Chan Jumbo Night Market Style Yakisoba,Tray,Japan,4.5,No
1445,MyKuali,Penang Hokkien Prawn Noodle,Pack,Malaysia,5,No
1444,Maruchan,Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles,Cup,USA,3.5,No
1443,Nongshim,Harmony Korean Spicy Noodle Dish With Chipotle,Pack,USA,4.25,No
1442,Maggi,2 Minute Noodles Tom Yam Flavour,Pack,Singapore,3.5,No
1441,Nissin,Souper Meal Chili Picante Chicken With Lime Flavor Ramen Noodle Soup,Bowl,USA,3.5,No
1440,Wu-Mu,Dried Noodle With Beef Flavor Sauce,Pack,Taiwan,3,No
1439,Adabi,Mi Segera Mi Goreng Pedas Instant Noodles,Pack,Malaysia,3.5,No
1438,Maruchan,Old Style Miso Ramen,Pack,Japan,3.5,No
1437,Knorr,Quick Serve Macaroni Abalone & Chicken Flavour,Pack,Hong Kong,3,No
1436,Chencun,Rice Noodle Beef With Brown Sauce,Cup,China,3.5,No
1435,Maggi,2 Minute Noodles Assam Laksa Flavour,Pack,Singapore,4,No
1434,Maggi,Hot Cup Perisa Kari,Cup,Malaysia,3.5,No
1433,Maggi,2 Minute Noodles Curry Flavour,Pack,Singapore,3.75,No
1432,Maggi,Senses Laksa Instant Noodles,Pack,Singapore,5,No
1431,Maggi,Extra Spicy Curry Instant Noodles,Pack,Singapore,5,No
1430,Samyang Foods,Buldak Bokkummyeon,Bowl,South Korea,4,No
1429,Nissin,Sabor A Gallina Fideos Con Instantanea,Pack,Colombia,3.5,No
1428,Myojo,Chukazanmai Beijing Style Salt Ramen,Pack,Japan,3,No
1427,Osaka Ramen,Miso Ramen,Bowl,USA,3.75,No
1426,Ottogi,Cheese Bokki,Bowl,South Korea,4,No
1425,Hao Way,Instant Penang White Curry Noodles,Pack,Malaysia,4.5,No
1424,Sainsbury's,Curry Flavour Instant Noodles,Pack,UK,1.5,No
1423,Vina Acecook,King Chef Seafood With Kimchi Flavour,Pack,Vietnam,3,No
1422,Nissin,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,Tray,USA,3,No
1421,Nongshim,Korean Clay Pot Ramyun Noodle,Cup,China,2.75,No
1420,Maruchan,I Want To Eat Ramen Shio,Pack,Japan,3.75,No
1419,Vifon,Ngon-Ngon Tom Yum Minced Pork Noodle,Cup,Vietnam,3.5,No
1418,Ottogi,Ppushu Ppushu Grilled Chicken Flavor,Pack,South Korea,1,No
1417,Sau Tao,Oat Noodle Abalone Flavored,Pack,Taiwan,1.75,No
1416,Myojo,Chukazanmai Szechuan Style Miso,Pack,Japan,2,No
1415,Chewy,Instant Rice Vermicelli Original Flavour,Pack,Hong Kong,0.5,No
1414,Paldo,Cheese Ramyun (for US market),Pack,South Korea,5,No
1413,Chering Chang,Curry La-Men,Pack,Taiwan,5,No
1412,Chewy,Non-Fried Ramen Noodles Taiwan Roast Pork Flavour,Pack,Hong Kong,4,No
1411,A-Sha Dry Noodle,Prince Katsu Snack Noodles,Pack,Taiwan,4,No
1410,Adabi,Mi Segera Tom Yam Instant Noodles,Pack,Malaysia,3.25,No
1409,Baixiang Noodles,Spicy Artificial Beef Flavour Instant Noodles With Soup Base,Pack,China,3.5,No
1408,Pamana,Chicken Sopas Creamy Macaroni Soup,Cup,Philippines,3.5,No
1407,Annie Chun's,Ramen House Thai Coconut Ramen,Pack,USA,5,No
1406,La Fonte,Spaghetti With Mushroom Sauce,Pack,Indonesia,3.75,No
1405,Maggi,Masala Dumdaar Noodles,Pack,India,3.75,No
1404,Thai Choice,Instant Noodles Seafood Flavour,Cup,Thailand,4,No
1403,Tesco,Everyday Value Chicken & Mushroom Flavour,Cup,UK,0.5,No
1402,Pop Bihun,Spesial Rasa Kari Ayam Pedas,Pack,Indonesia,3.75,No
1401,Myojo,Yomise No Yakisoba Shiodare Flavor With Black Pepper Mayonnaise,Tray,Japan,3.75,No
1400,Pulmuone,Nature Is Delicious Non-Fried Ramyun (Spicy Flavor) (New Version),Pack,South Korea,3.75,No
1399,Vina Acecook,Oh! Ricey Pho Bo Instant Rice Noodles,Bowl,Vietnam,3.75,No
1398,Nissin,Fried Noodle Specialist Tom Yam Mee Goreng Flavour,Pack,Singapore,3,No
1397,Wu-Mu,Steam Seafood Flavor Ramen,Pack,Taiwan,4,No
1396,Oyatsu,Baby Star Snack Noodle Yakisoba Flavor,Pack,Japan,4.75,No
1395,Snapdragon,Singapore Laksa Curry Soup Bowl,Bowl,USA,4.25,No
1394,Paldo,Mild Kokomen (Prototype),Pack,South Korea,4.5,No
1393,Saji,Sajimee Curry Soup Flavour,Pack,Malaysia,4.25,No
1392,Miracle Noodle,Miso Marvellous Soup,Pack,USA,4,No
1391,Shan,Shoop Instant Noodles Chicken Flavour,Pack,Pakistan,3.5,No
1390,Indomie,Mi Goreng Rasa Iga Penyet,Pack,Indonesia,4.75,No
1389,Tiger Tiger,Traveller's Choice Thai Red Curry Flavour Instant Noodles,Pack,UK,1.75,No
1388,Paldo,Barbecue Ramyun (Prototype),Pack,South Korea,3.75,No
1387,Takamori Kosan,Red Pepper 7 Garlic Peperoncino,Pack,Japan,4,No
1386,Takamori Kosan,Sukiyaki Style Noodle Stew,Pack,Japan,4.5,No
1385,Takamori Kosan,Yaki-Udon Roast Soy Sauce,Pack,Japan,3.75,No
1384,Takamori Kosan,Hiyashi Udon Bonito Sauce,Pack,Japan,3,No
1383,Takamori Kosan,Futomen Yakisoba,Pack,Japan,4.75,No
1382,Takamori Kosan,Hiyashi Chuka Lemon Sauce,Pack,Japan,4.75,No
1381,Takamori Kosan,Curry Udon,Pack,Japan,5,No
1380,Takamori Kosan,Chanpon,Pack,Japan,3.75,No
1379,Takamori Kosan,Shio Yakisoba,Pack,Japan,4,No
1378,Takamori Kosan,Yakisoba,Pack,Japan,5,No
1377,Takamori Kosan,Yaki-Udon Mild Spicy Sauce,Pack,Japan,4.25,No
1376,Takamori Kosan,Katsuo Dashi Udon,Pack,Japan,3.75,No
1375,Takamori Kosan,Spaghetti Napolitan,Pack,Japan,4,No
1374,Tokyo Noodle,Spicy Garlic Ramen,Pack,Japan,3.25,No
1373,Tesco,Everyday Value Beef & Tomato Flavour Noodles,Cup,UK,2,No
1372,Samyang Foods,Nagasaki Jjamppong,Cup,South Korea,3.75,No
1371,Campbell's,Hearty Noodles Thai Flavour,Cup,Canada,0,No
1370,Papa,Oriental Style Instant 'Kua-Chap',Pack,Thailand,3.25,No
1369,A-Sha Dry Noodle,Hello Kitty Za Jiang (Soybean Sauce),Pack,Taiwan,3.25,No
1368,Nissin,Soba Teriyaki Noodles With Japanese Yakisoba Sauce,Cup,Germany,3,No
1367,Sawadee,Instant Noodles Vegetable & Mushroom Flavour,Pack,UK,1.5,No
1366,Nongshim,Sir Long Tang Creamy Beef Noodle Soup,Cup,USA,4.25,No
1365,Four Seas,Seaweed Hot & Spicy Instant Noodle Mushroom & Beef Flavour,Bowl,Hong Kong,3.5,No
1364,Golden Wheat,Korean Style Stew Pork Flavour Noodle Soup,Bowl,China,1.75,No
1363,Sau Tao,Instant Noodle King Won Ton Flavor,Pack,Hong Kong,2.75,No
1362,Mamee,Instant Noodles Curry Flavour,Pack,Malaysia,3.5,No
1361,Mamee,Chef Creamy Tom Yam Flavour,Pack,Malaysia,5,No
1360,Mamee,Monster BBQ Flavour Snack Noodles,Pack,Malaysia,3.75,No
1359,Mamee,Chef Curry Laksa Flavour,Cup,Malaysia,5,No
1358,Mamee,SLLRRRP! Asam Laksa,Pack,Malaysia,4,No
1357,Mamee,Mie Goreng Indonesia Spicy Sambal,Cup,Malaysia,5,No
1356,Mamee,Chef Spicy Chicken Shiitake Flavour,Pack,Malaysia,3.25,No
1355,Mamee,Instant Vermicelli Chicken Flavour,Pack,Malaysia,3.25,No
1354,Mamee,Chef Creamy Tom Yam Flavour,Cup,Malaysia,4.75,No
1353,Mamee,Instant Noodles Vegetarian Flavour,Pack,Malaysia,3.75,No
1352,Mamee,SLLRRRP! Kari Berapi,Pack,Malaysia,3.75,No
1351,Mamee,Monster Chicken Flavour Snack Noodles,Pack,Malaysia,4,No
1350,Mamee,Chef Curry Laksa Flavour,Pack,Malaysia,5,2014 #7
1349,Mamee,Mie Goreng Indonesia Original Flavour,Cup,Malaysia,4.5,No
1348,Mamee,Instant Vermicelli Tom Yam Flavour,Pack,Malaysia,3.75,No
1347,Paldo,Bulnak Bokkummyun Spicy Fried Octopus Ramyun,Pack,South Korea,4,No
1346,Oyatsu,Baby Star Ramen Round Consomme Mini,Pack,Japan,3.75,No
1345,Lotus Foods,Forbidden Rice Ramen,Pack,USA,2.25,No
1344,Lotus Foods,Millet & Brown Rice Ramen,Pack,USA,4,No
1343,Lotus Foods,Jade Pearl Rice Ramen,Pack,USA,3.25,No
1342,Ah Lai,White Curry Noodle,Pack,Malaysia,4.5,No
1341,Plats Du Chef,Cuisine Adventures Chicken Pho Soup,Bowl,Canada,5,No
1340,Indomie,Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea,Pack,Indonesia,2.75,No
1339,Kin-Dee,Instant Rice Noodle Pad Thai,Tray,Thailand,3.75,No
1338,Batchelors,Super Noodles Peppered Steak Flavour,Pack,UK,1.5,No
1337,Sakura Noodle,Chikara Brand Udon Beef Flavor,Pack,USA,4.25,No
1336,Shirakiku,Fresh Chow Mein Noodles With Seasoning,Pack,USA,3.75,No
1335,Sakura Noodle,Chikara Brand Udon Hot & Spicy Flavor,Pack,USA,4,No
1334,Sakura Noodle,Chikara Brand Udon Mushroom Flavor,Pack,USA,3.75,No
1333,Sakura Noodle,Chikara Brand Udon Oriental Flavor,Pack,USA,3.75,No
1332,Sakura Noodle,Chikara Brand Udon Chicken Flavor,Pack,USA,3.75,No
1331,Indomie,Taste Of Asia Mi Kuah Rasa Tom Yum Ala Thailand,Pack,Indonesia,3.75,No
1330,Sapporo Ichiban,Otafuku Okonomi Sauce Yakisoba,Tray,Japan,5,2014 #4
1329,Vifon,Oriental Style Instant Noodle Mi Ga Chicken Flavor,Cup,Vietnam,1.25,No
1328,A-Sha Dry Noodle,Hello Kitty La Wei (Spicy Flavor),Pack,Taiwan,3.75,No
1327,Unif,Unif-100 Instant Noodles Artificial Tart Beef Flavor,Pack,China,3,No
1326,Mamee,Mi Segera SLLRRRP! Perencah Kari Xtra Pedas,Pack,Malaysia,3.75,No
1325,Koka,Spicy Shrimp Tom Yam Flavour,Cup,Singapore,3.25,No
1324,Ruski,Instant Noodles Stewed Beef Flavour,Pack,Thailand,3.5,No
1323,Golden Wheat,Korean Style Mushroom Chicken Flavour Cooking Noodle,Pack,China,2,No
1322,Hi-Myon,Instant Noodle Udon Hot & Spicy,Pack,South Korea,4,No
1321,Takamori Kosan,Fresh Chow Mein Noodles With Seasoning,Pack,Japan,3.75,No
1320,Mama,Instant Noodles Cup Seafood Flavour,Cup,Thailand,3.75,No
1319,Adabi,Mi Segera Kari Ayam Instant Noodles,Pack,Malaysia,4.25,No
1318,Nissin,Spa Oh Tarako Spaghetti,Bowl,Japan,4,No
1317,Ve Wong,Little Prince Brand Snack Noodles Original Flavor,Pack,Taiwan,2.5,No
1316,Ottogi,Japchae Vermicelli Noodle,Pack,South Korea,2.75,No
1315,Sainsbury's,Chicken Flavour Instant Noodles,Pack,UK,2.75,No
1314,Paldo,Korean Traditional Beef Gomtangmen,Pack,South Korea,5,No
1313,Healtimie,Green Barley Noodle Vegetable Soup,Pack,Indonesia,3.25,No
1312,Maruchan,I Want To Eat Ramen Miso Flavor,Pack,Japan,3.75,No
1311,Pop Bihun,Spesial Rasa Soto Ayam,Pack,Indonesia,4,No
1310,Thai Kitchen,Rice Noodle Cart Thai Peanut,Tray,USA,3,No
1309,Yum Yum,Oriental Style Instant Noodles Seafood Flavour,Cup,Thailand,3.75,No
1308,Nongshim,Soon Veggie Noodle Soup,Pack,South Korea,5,2014 #9
1307,Nissin,Cup Noodle Cheese Curry,Cup,Japan,3.75,No
1306,Koka,Oriental Style Instant Noodles Tom Yam Flavour,Pack,Singapore,2.5,No
1305,A-Sha Dry Noodle,Instant Noodle Original Flavor,Pack,Taiwan,3.75,No
1304,Nissin,Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour,Pack,Hong Kong,4.75,No
1303,Western Family,Instant Noodles In A Cup Chicken Flavour,Cup,Canada,1.5,No
1302,Mama,Instant Noodles Yentafo Tom Yum Mohfai Flavour,Pack,Thailand,5,2014 #10
1301,Knorr,Quick Serve Macaroni Shrimp Broth,Pack,Hong Kong,3.25,No
1300,Samyang Foods,Red Nagasaki Jjampong,Pack,South Korea,5,No
1299,Mr. Noodles,Noodles In A Cup Spicy Chicken Simulated Flavour,Cup,Canada,1,No
1298,Good Tto Leu Foods,Lightning Beef Bone Tteokguk Rice Cake Soup,Bowl,South Korea,4,No
1297,GaGa,Mie Gepeng Kuah Rasa Ayam Lada Hitam,Pack,Indonesia,3.25,No
