Date,AveragePrice,Total Volume,Small Bags,Large Bags,XLarge Bags,type,year,region
2016/12/4,2.01,7632.36,4028.71,370.84,0,organic,2016,RaleighGreensboro
2016/11/27,2.01,9854.3,5708.72,659.52,0,organic,2016,RaleighGreensboro
2016/11/20,1.87,12021.69,7327.79,1102.39,0,organic,2016,RaleighGreensboro
2016/11/13,1.85,10276.83,5476.23,1183.2,0,organic,2016,RaleighGreensboro
2016/11/6,1.85,13651.72,8399.24,1050.2,0,organic,2016,RaleighGreensboro
2016/10/30,1.83,13196.5,6482.54,182.69,0,organic,2016,RaleighGreensboro
2016/10/23,1.69,14742.89,6163.44,1547.3,0,organic,2016,RaleighGreensboro
2016/10/16,1.69,13121.67,6432.51,596.69,0,organic,2016,RaleighGreensboro
2016/10/9,1.65,14282.79,6449.47,869.48,0,organic,2016,RaleighGreensboro
2016/10/2,1.87,10464.63,4848.48,229.97,0,organic,2016,RaleighGreensboro
2016/9/25,1.81,12807.68,6302.22,1015.35,0,organic,2016,RaleighGreensboro
2016/9/18,1.85,12131.33,5827.18,506.12,0,organic,2016,RaleighGreensboro
2016/9/11,1.77,15909.84,8919.3,875.48,0,organic,2016,RaleighGreensboro
2016/9/4,1.83,14951.65,7280.01,1262.85,0,organic,2016,RaleighGreensboro
2016/8/28,1.79,14753.18,6859.91,1557.87,0,organic,2016,RaleighGreensboro
2016/8/21,1.83,15042.9,7972.64,457.12,0,organic,2016,RaleighGreensboro
2016/8/14,1.84,11554.22,4511.11,605.9,0,organic,2016,RaleighGreensboro
2016/8/7,1.65,15800.5,3957.56,1153.84,0,organic,2016,RaleighGreensboro
2016/7/31,1.68,15250.82,6307.47,339.06,0,organic,2016,RaleighGreensboro
2016/7/24,1.72,15012.57,5946.47,425.4,0,organic,2016,RaleighGreensboro
2016/7/17,1.76,12786.12,5924.3,532.14,0,organic,2016,RaleighGreensboro
2016/7/10,1.87,10162.11,5254.34,213.34,0,organic,2016,RaleighGreensboro
2016/7/3,1.88,9151.31,4771.44,186.13,0,organic,2016,RaleighGreensboro
2016/6/26,1.72,9221.49,4326.78,804.82,0,organic,2016,RaleighGreensboro
2016/6/19,1.78,8904.41,4322.81,512.75,0,organic,2016,RaleighGreensboro
2016/6/12,1.7,9781.95,4380.13,1026.57,0,organic,2016,RaleighGreensboro
2016/6/5,1.58,10195.92,4237.68,1071.35,0,organic,2016,RaleighGreensboro
2016/5/29,1.8,8580.11,3765.03,501.43,0,organic,2016,RaleighGreensboro
2016/5/22,1.33,8390.24,3330,1418.18,0,organic,2016,RaleighGreensboro
2016/5/15,1.66,6628.06,1946.67,78.55,0,organic,2016,RaleighGreensboro
2016/5/8,1.65,6930.97,2044.82,228.24,0,organic,2016,RaleighGreensboro
2016/5/1,1.59,6514.47,1923.15,193.26,0,organic,2016,RaleighGreensboro
2016/4/24,1.61,5854.3,1791.35,99.71,0,organic,2016,RaleighGreensboro
2016/4/17,1.49,6440.23,2501.42,447.37,0,organic,2016,RaleighGreensboro
2016/4/10,1.33,7370.7,3421.08,564.58,0,organic,2016,RaleighGreensboro
2016/4/3,1.73,4879.21,850,224.59,0,organic,2016,RaleighGreensboro
2016/3/27,1.43,5902.81,2230,657.55,0,organic,2016,RaleighGreensboro
2016/3/20,1.42,5259.38,1020,1023.82,0,organic,2016,RaleighGreensboro
2016/3/13,1.54,5341.4,1780,371.51,0,organic,2016,RaleighGreensboro
2016/3/6,1.79,3720.67,443.33,4.95,0,organic,2016,RaleighGreensboro
2016/2/28,1.71,4245.43,901.61,29.99,0,organic,2016,RaleighGreensboro
2016/2/21,1.76,3564.84,660,22.2,0,organic,2016,RaleighGreensboro
2016/2/14,1.59,4235.48,1297.39,369.28,0,organic,2016,RaleighGreensboro
2016/2/7,1.54,5562.26,1280.7,929.59,0,organic,2016,RaleighGreensboro
2016/1/31,1.56,5730.24,1821.85,641.11,0,organic,2016,RaleighGreensboro
2016/1/24,1.59,5276.31,2409.12,101.72,0,organic,2016,RaleighGreensboro
2016/1/17,1.66,4137.6,1260.66,204.12,0,organic,2016,RaleighGreensboro
2016/1/10,1.59,6504.77,2217.35,560.05,0,organic,2016,RaleighGreensboro
2016/1/3,1.68,4884.82,1386.15,363.61,0,organic,2016,RaleighGreensboro
2016/12/25,1.66,5233.93,2309.03,0,0,organic,2016,RichmondNorfolk
2016/12/18,1.61,5227.98,2381.39,66.11,0,organic,2016,RichmondNorfolk
2016/12/11,1.58,6376.59,2668.42,580.56,0,organic,2016,RichmondNorfolk
2016/12/4,1.3,7132.62,1641.97,2791.72,0,organic,2016,RichmondNorfolk
2016/11/27,1.27,6626.94,1538.56,2740.79,0,organic,2016,RichmondNorfolk
2016/11/20,1.1,8894.34,1854.79,4545.79,0,organic,2016,RichmondNorfolk
2016/11/13,1.61,7529.46,2456.8,1857.46,0,organic,2016,RichmondNorfolk
2016/11/6,1.16,12920.67,3285.65,5723.24,0,organic,2016,RichmondNorfolk
2016/10/30,1.76,6706.92,2042.4,225.65,0,organic,2016,RichmondNorfolk
2016/10/23,1.16,12154.78,1949.05,5355.53,0,organic,2016,RichmondNorfolk
2016/10/16,1.39,8473.82,2083.75,2165.03,0,organic,2016,RichmondNorfolk
2016/10/9,1.25,10827.2,3082.61,3397.34,0,organic,2016,RichmondNorfolk
2016/10/2,1.79,6425,2195.03,204.94,0,organic,2016,RichmondNorfolk
2016/9/25,1.54,10037.87,3344.31,2546.74,0,organic,2016,RichmondNorfolk
2016/9/18,1.52,9705.5,3302.03,2046.96,0,organic,2016,RichmondNorfolk
2016/9/11,1.24,10718.92,3156.59,3490.44,0,organic,2016,RichmondNorfolk
2016/9/4,1.29,10685.82,2581.02,3440.09,0,organic,2016,RichmondNorfolk
2016/8/28,1.32,9356.4,2639.19,2444.21,0,organic,2016,RichmondNorfolk
2016/8/21,1.56,9072.92,2669.12,1748.86,0,organic,2016,RichmondNorfolk
2016/8/14,1.43,9194.34,2673.87,2270.76,0,organic,2016,RichmondNorfolk
2016/8/7,1.33,11384.29,2870.47,3733.75,0,organic,2016,RichmondNorfolk
2016/7/31,1.39,8573.51,2698.99,1616.89,0,organic,2016,RichmondNorfolk
2016/7/24,1.44,8316.29,2544.01,1232.71,0,organic,2016,RichmondNorfolk
2016/7/17,1.5,9628.02,2761.53,1814.9,0,organic,2016,RichmondNorfolk
2016/7/10,1.41,8691.34,1823.97,1289.95,0,organic,2016,RichmondNorfolk
2016/7/3,1.44,7492.18,1563.39,776.19,0,organic,2016,RichmondNorfolk
2016/6/26,1.19,9200.04,1732.8,2555.74,0,organic,2016,RichmondNorfolk
2016/6/19,1.2,9147.53,1913.09,2184.61,0,organic,2016,RichmondNorfolk
2016/6/12,1.16,9568.18,1665.78,3207.07,0,organic,2016,RichmondNorfolk
2016/6/5,0.95,11300.16,1741.4,4476.02,0,organic,2016,RichmondNorfolk
2016/5/29,1.05,11411.49,2428,3305.79,0,organic,2016,RichmondNorfolk
2016/5/22,1.03,11131.05,2186.4,3875.2,0,organic,2016,RichmondNorfolk
2016/5/15,1.37,8522.69,2022.44,456.07,0,organic,2016,RichmondNorfolk
2016/5/8,1.36,9008.52,2301.65,890.07,0,organic,2016,RichmondNorfolk
2016/5/1,1.37,8833.79,2973.38,577.58,0,organic,2016,RichmondNorfolk
2016/4/24,1.41,8668.48,3520.3,636.92,0,organic,2016,RichmondNorfolk
2016/4/17,1.19,9118.19,3257.15,1856.64,0,organic,2016,RichmondNorfolk
2016/4/10,0.93,11987.87,5416.4,2272.75,0,organic,2016,RichmondNorfolk
2016/4/3,1.35,6699.78,1480.5,1328.8,0,organic,2016,RichmondNorfolk
2016/3/27,1.14,9029.13,2487.03,3123.62,0,organic,2016,RichmondNorfolk
2016/3/20,1,8346.57,1653.33,3544.57,0,organic,2016,RichmondNorfolk
2016/3/13,1.23,6650.92,1382.53,1787.79,0,organic,2016,RichmondNorfolk
2016/3/6,1.54,4091.44,1079.58,6.67,0,organic,2016,RichmondNorfolk
2016/2/28,1.41,4791.05,1441.25,323.78,0,organic,2016,RichmondNorfolk
2016/2/21,1.48,3525.02,998.29,200.49,0,organic,2016,RichmondNorfolk
2016/2/14,1.29,5510.43,1288.89,1257.08,0,organic,2016,RichmondNorfolk
2016/2/7,1.34,4905.87,1045.61,902.91,0,organic,2016,RichmondNorfolk
2016/1/31,1.35,5520.68,791.72,1312.5,0,organic,2016,RichmondNorfolk
2016/1/24,1.45,5064.84,1789.47,444.36,0,organic,2016,RichmondNorfolk
2016/1/17,1.4,4173.42,1033.7,542.44,0,organic,2016,RichmondNorfolk
2016/1/10,1.35,6424.72,1466.98,1774,0,organic,2016,RichmondNorfolk
2016/1/3,1.45,5094.68,1223.21,1118.43,0,organic,2016,RichmondNorfolk
2016/12/25,1.68,3911.18,1475.63,36.55,0,organic,2016,Roanoke
2016/12/18,1.5,4814.51,1624.65,293.13,0,organic,2016,Roanoke
2016/12/11,1.39,6116.62,1788.59,1708.42,0,organic,2016,Roanoke
2016/12/4,1.16,7012.95,836.89,3679.6,0,organic,2016,Roanoke
2016/11/27,1.1,6187.92,1074.78,3217.24,0,organic,2016,Roanoke
2016/11/20,0.98,9215.63,1186.12,5555.46,0,organic,2016,Roanoke
2016/11/13,1.17,9499.5,1297.2,5204.44,0,organic,2016,Roanoke
2016/11/6,0.96,13847.12,2179.94,8054.01,0,organic,2016,Roanoke
2016/10/30,1.77,6335.66,1422.05,657.84,0,organic,2016,Roanoke
2016/10/23,0.97,12376.43,1475.32,7376.18,0,organic,2016,Roanoke
2016/10/16,1.15,8323.19,1582.01,3672.51,0,organic,2016,Roanoke
2016/10/9,1.02,12750.65,2235.63,6582.81,0,organic,2016,Roanoke
2016/10/2,1.69,5791.95,1603.26,580.21,0,organic,2016,Roanoke
2016/9/25,1.34,10226.36,2183.45,4559.36,0,organic,2016,Roanoke
2016/9/18,1.52,8239.74,1893.28,2387.22,0,organic,2016,Roanoke
2016/9/11,1.08,12126.14,1658.8,6467.93,0,organic,2016,Roanoke
2016/9/4,1.15,11844.17,1605.04,6345.43,0,organic,2016,Roanoke
2016/8/28,1.05,11054.8,1541.06,5769.81,0,organic,2016,Roanoke
2016/8/21,1.41,9794.48,1489.85,4386.48,0,organic,2016,Roanoke
2016/8/14,1.26,9274.44,1314.48,4048.06,0,organic,2016,Roanoke
2016/8/7,1.19,11490.52,1416.94,6119.02,0,organic,2016,Roanoke
2016/7/31,1.2,8671.66,1543.88,3151.36,0,organic,2016,Roanoke
2016/7/24,1.51,7005.43,1330.89,1438.63,0,organic,2016,Roanoke
2016/7/17,1.49,7945.23,1521.13,2232.06,0,organic,2016,Roanoke
2016/7/10,1.33,9499.39,1340.85,2700.29,0,organic,2016,Roanoke
2016/7/3,1.52,7064.25,949.9,1380.45,0,organic,2016,Roanoke
2016/6/26,1.19,9043.11,1193.98,3951.48,0,organic,2016,Roanoke
2016/6/19,1.18,9331.05,1223.8,3900.62,0,organic,2016,Roanoke
2016/6/12,1.21,10823.6,1063.06,5397.47,0,organic,2016,Roanoke
2016/6/5,0.89,11777.82,1051.97,7118.57,0,organic,2016,Roanoke
2016/5/29,0.96,9933.8,1341.27,4405.19,0,organic,2016,Roanoke
2016/5/22,0.79,12266.68,1445.87,6847.45,0,organic,2016,Roanoke
2016/5/15,1.35,6897.54,1488.5,564.96,0,organic,2016,Roanoke
2016/5/8,1.36,7229.48,1395.08,1575.28,0,organic,2016,Roanoke
2016/5/1,1.35,6667.12,2042.63,813.15,0,organic,2016,Roanoke
2016/4/24,1.4,6973.42,1995.38,1063.92,0,organic,2016,Roanoke
2016/4/17,1.06,8814.87,1717.21,3375.66,0,organic,2016,Roanoke
2016/4/10,0.81,14080.32,5961.78,3780.05,0,organic,2016,Roanoke
2016/4/3,1.31,6828.81,1129.29,2371.49,0,organic,2016,Roanoke
2016/3/27,0.99,9949.85,1330.24,5391.85,0,organic,2016,Roanoke
2016/3/20,0.94,9084.56,1031.73,4847.56,0,organic,2016,Roanoke
2016/3/13,1.22,7169.41,917.94,2536.08,0,organic,2016,Roanoke
2016/3/6,1.55,3800.32,558.14,7.55,0,organic,2016,Roanoke
2016/2/28,1.29,4884.11,759.17,583.58,0,organic,2016,Roanoke
2016/2/21,1.38,4281.11,637.88,471.13,0,organic,2016,Roanoke
2016/2/14,1.21,6559.49,755.11,2710.99,0,organic,2016,Roanoke
2016/2/7,1.29,5897.89,657.14,1794.2,0,organic,2016,Roanoke
2016/1/31,1.33,6019.01,794.41,1779.21,0,organic,2016,Roanoke
2016/1/24,1.55,4774.87,849.15,830.29,0,organic,2016,Roanoke
2016/1/17,1.37,4509.76,622.12,1163.88,0,organic,2016,Roanoke
2016/1/10,1.28,6018.32,801.81,2489.37,0,organic,2016,Roanoke
2016/1/3,1.24,5024.11,476.28,2162.82,0,organic,2016,Roanoke
2016/12/25,2.41,4567.83,247.7,0,0,organic,2016,Sacramento
2016/12/18,2.36,3768.98,214.66,0,0,organic,2016,Sacramento
2016/12/11,2.46,3874.86,285.61,0,0,organic,2016,Sacramento
2016/12/4,2.52,4384.51,462.37,0,0,organic,2016,Sacramento
2016/11/27,2.61,4143.89,432.62,15.17,0,organic,2016,Sacramento
2016/11/20,2.54,5413.97,1128.05,59.45,0,organic,2016,Sacramento
2016/11/13,2.65,6026.15,998.68,8.84,0,organic,2016,Sacramento
2016/11/6,2.82,5372.3,493.71,3.33,0,organic,2016,Sacramento
2016/10/30,2.44,5676.57,510.49,0,0,organic,2016,Sacramento
2016/10/23,2.23,5525.46,668.16,0,0,organic,2016,Sacramento
2016/10/16,2.13,4315.59,433.2,0,0,organic,2016,Sacramento
2016/10/9,2.39,5634.61,320.2,0,0,organic,2016,Sacramento
2016/10/2,2.33,6408.53,268.61,20,0,organic,2016,Sacramento
2016/9/25,2.18,6758.91,251.17,6.67,0,organic,2016,Sacramento
2016/9/18,2.17,7095.5,343.55,10,0,organic,2016,Sacramento
2016/9/11,2.19,7223.46,345.43,3.33,0,organic,2016,Sacramento
2016/9/4,2.19,6913.79,379.8,0,0,organic,2016,Sacramento
2016/8/28,2.23,6918.81,359.99,0,0,organic,2016,Sacramento
2016/8/21,2.19,6172.17,307.86,0,0,organic,2016,Sacramento
2016/8/14,1.96,7490.34,277.32,0,0,organic,2016,Sacramento
2016/8/7,2.2,7923.11,316.59,23.33,0,organic,2016,Sacramento
2016/7/31,2.19,7426.56,307.81,0,0,organic,2016,Sacramento
2016/7/24,2.15,7348.62,326.13,0,0,organic,2016,Sacramento
2016/7/17,2.14,7715.38,310.7,0,0,organic,2016,Sacramento
2016/7/10,2.13,8347.48,341.63,0,0,organic,2016,Sacramento
2016/7/3,2.13,9057.29,363.83,0,0,organic,2016,Sacramento
2016/6/26,1.79,9617.62,591.46,0,0,organic,2016,Sacramento
2016/6/19,2.13,7417.31,241.55,0,0,organic,2016,Sacramento
2016/6/12,2.11,7608.58,163.9,0,0,organic,2016,Sacramento
2016/6/5,2.08,8123.66,327.55,0,0,organic,2016,Sacramento
2016/5/29,1.99,9333.72,388.18,0,0,organic,2016,Sacramento
2016/5/22,2.01,8439.22,202.05,0,0,organic,2016,Sacramento
2016/5/15,1.72,11673.76,599.98,0,0,organic,2016,Sacramento
2016/5/8,1.4,12962.2,138.9,0,0,organic,2016,Sacramento
2016/5/1,1.41,13056.72,428.58,0,0,organic,2016,Sacramento
2016/4/24,2.01,8840.73,319.44,0,0,organic,2016,Sacramento
2016/4/17,1.95,8477.64,412.54,0,0,organic,2016,Sacramento
2016/4/10,2.05,7871.28,323.74,0,0,organic,2016,Sacramento
2016/4/3,2.03,8108.18,203.07,0,0,organic,2016,Sacramento
2016/3/27,2.07,7588.03,331.38,3.33,0,organic,2016,Sacramento
2016/3/20,1.96,7688.54,233.8,0,0,organic,2016,Sacramento
2016/3/13,2.04,7402.74,170.85,0,0,organic,2016,Sacramento
2016/3/6,1.88,9728.1,676.51,0,0,organic,2016,Sacramento
2016/2/28,2.01,7998.27,334.2,3.33,0,organic,2016,Sacramento
2016/2/21,2.04,6818.11,241.33,3.33,0,organic,2016,Sacramento
2016/2/14,1.98,7588.38,148.47,2.91,0,organic,2016,Sacramento
2016/2/7,1.72,8361.61,276.81,0,0,organic,2016,Sacramento
2016/1/31,1.73,9768.28,719.99,0,0,organic,2016,Sacramento
2016/1/24,1.73,7361.79,291.56,0,0,organic,2016,Sacramento
2016/1/17,1.72,6880.85,133.49,0,0,organic,2016,Sacramento
2016/1/10,1.68,6929.96,298.6,0,0,organic,2016,Sacramento
2016/1/3,1.68,7911.16,231.69,0,0,organic,2016,Sacramento
2016/12/25,1.43,12022.95,540,3230.31,0,organic,2016,SanDiego
2016/12/18,1.63,12212.22,403.33,1578.98,0,organic,2016,SanDiego
2016/12/11,1.49,14513.56,526.67,2987.21,0,organic,2016,SanDiego
2016/12/4,2.06,9419.21,540,868.32,0,organic,2016,SanDiego
2016/11/27,2.12,10271.6,380,1797.68,0,organic,2016,SanDiego
2016/11/20,2.22,8535.78,720,960.79,0,organic,2016,SanDiego
2016/11/13,2.1,10261.69,830,2057.4,0,organic,2016,SanDiego
2016/11/6,2.51,11300.17,497.84,1933.39,0,organic,2016,SanDiego
2016/10/30,2.74,8933.54,545.67,0,0,organic,2016,SanDiego
2016/10/23,2.73,8533.85,893.14,0,0,organic,2016,SanDiego
2016/10/16,2.28,11256.86,1176.76,0,0,organic,2016,SanDiego
2016/10/9,2.22,10499.71,1673.31,0,0,organic,2016,SanDiego
2016/10/2,1.99,12215.92,3658.53,0,0,organic,2016,SanDiego
2016/9/25,2.35,9831.47,737.62,0,0,organic,2016,SanDiego
2016/9/18,2.15,10274.36,756.43,32.51,0,organic,2016,SanDiego
2016/9/11,1.59,18422.92,1950.17,914.76,0,organic,2016,SanDiego
2016/9/4,1.79,15730.69,4219.46,898.21,0,organic,2016,SanDiego
2016/8/28,1.89,14359.34,3283.42,211.48,0,organic,2016,SanDiego
2016/8/21,1.92,12240.19,1757.47,237.72,0,organic,2016,SanDiego
2016/8/14,1.91,15584.89,511.95,2825.38,0,organic,2016,SanDiego
2016/8/7,1.48,20143.55,524.4,9740.45,0,organic,2016,SanDiego
2016/7/31,1.97,13275.24,657.38,1622.76,0,organic,2016,SanDiego
2016/7/24,1.69,17192.77,2202.85,3271.76,0,organic,2016,SanDiego
2016/7/17,1.91,14864.69,2981.59,0,0,organic,2016,SanDiego
2016/7/10,1.43,20997.51,9927.64,0,0,organic,2016,SanDiego
2016/7/3,1.49,21506.43,7634.78,3.64,0,organic,2016,SanDiego
2016/6/26,1.52,20209.95,5690.76,21.79,0,organic,2016,SanDiego
2016/6/19,1.46,20841.07,7696.06,7.21,0,organic,2016,SanDiego
2016/6/12,1.45,18898.31,4270.02,3.59,0,organic,2016,SanDiego
2016/6/5,1.52,17431.92,5022.86,175.44,0,organic,2016,SanDiego
2016/5/29,1.44,18843.84,6601.22,89.28,0,organic,2016,SanDiego
2016/5/22,1.15,21361.58,8771.49,0,0,organic,2016,SanDiego
2016/5/15,1.53,16392.02,4667.18,0,0,organic,2016,SanDiego
2016/5/8,1.37,22751.54,9788.41,54.01,0,organic,2016,SanDiego
2016/5/1,1.37,17211.18,6870.3,106.02,0,organic,2016,SanDiego
2016/4/24,1.22,19360.95,8543.3,7.05,0,organic,2016,SanDiego
2016/4/17,1.29,16158.77,6287.11,35.1,0,organic,2016,SanDiego
2016/4/10,1.23,19988.34,6862.17,1730.44,0,organic,2016,SanDiego
2016/4/3,1.25,21630.01,3636.46,3317.41,0,organic,2016,SanDiego
2016/3/27,1.35,16902.98,1289.57,4435.99,0,organic,2016,SanDiego
2016/3/20,1.4,14926.04,2285.38,2220.72,0,organic,2016,SanDiego
2016/3/13,1.38,20836.85,1609.13,4503.48,0,organic,2016,SanDiego
2016/3/6,1.21,18148.41,7772.41,39.11,0,organic,2016,SanDiego
2016/2/28,1.12,24693.33,12878.1,74.59,0,organic,2016,SanDiego
2016/2/21,1.25,16903.84,6474.65,713.5,0,organic,2016,SanDiego
2016/2/14,1.42,14114.3,670.13,3279.73,0,organic,2016,SanDiego
2016/2/7,1.32,13419.01,311.44,5048.75,0,organic,2016,SanDiego
2016/1/31,1.4,11694.11,444.06,2982.69,0,organic,2016,SanDiego
2016/1/24,1.31,15316.04,756.65,4890.74,0,organic,2016,SanDiego
2016/1/17,1.46,12118.57,710.23,3649.47,0,organic,2016,SanDiego
2016/1/10,1.32,12435.43,515.58,5238.74,0,organic,2016,SanDiego
2016/1/3,1.41,10975.51,614.85,2453.08,0,organic,2016,SanDiego
2016/12/25,2.56,16169.17,2234.76,0,0,organic,2016,SanFrancisco
2016/12/18,2.57,14537.83,2309.1,0,0,organic,2016,SanFrancisco
2016/12/11,2.67,16323.32,3026.07,0,0,organic,2016,SanFrancisco
2016/12/4,2.67,17934.25,3217.12,12.82,0,organic,2016,SanFrancisco
2016/11/27,2.88,17864.74,2292.98,84.89,0,organic,2016,SanFrancisco
2016/11/20,2.94,17436.41,3620.25,66.03,0,organic,2016,SanFrancisco
2016/11/13,2.99,18930.4,3337.67,46.67,0,organic,2016,SanFrancisco
2016/11/6,3.12,19043.8,3079.3,26.67,0,organic,2016,SanFrancisco
2016/10/30,3.25,16700.94,3232.16,0,0,organic,2016,SanFrancisco
2016/10/23,2.93,11252.48,2818.33,0,0,organic,2016,SanFrancisco
2016/10/16,2.34,9048.18,3035.34,0,0,organic,2016,SanFrancisco
2016/10/9,2.72,20761.25,2717.31,27.77,0,organic,2016,SanFrancisco
2016/10/2,2.64,22501.25,2890.68,43.33,0,organic,2016,SanFrancisco
2016/9/25,2.35,21280.92,3172.92,23.33,0,organic,2016,SanFrancisco
2016/9/18,2.39,23514.36,2165.92,53.33,0,organic,2016,SanFrancisco
2016/9/11,2.37,24473.19,2947.03,26.67,0,organic,2016,SanFrancisco
2016/9/4,2.38,24494.11,2771.16,53.33,0,organic,2016,SanFrancisco
2016/8/28,2.38,24143.51,2703.89,16.67,0,organic,2016,SanFrancisco
2016/8/21,2.37,20261,2303.2,40,0,organic,2016,SanFrancisco
2016/8/14,2.02,25520.8,2209.63,40,0,organic,2016,SanFrancisco
2016/8/7,2.33,24605.38,2861.56,26.67,0,organic,2016,SanFrancisco
2016/7/31,2.29,23597.78,1877.24,13.33,0,organic,2016,SanFrancisco
2016/7/24,2.37,22083.85,1709.42,3.33,0,organic,2016,SanFrancisco
2016/7/17,2.3,26284.24,2614.24,10,0,organic,2016,SanFrancisco
2016/7/10,2.32,29064.21,2149.11,10,0,organic,2016,SanFrancisco
2016/7/3,2.31,29071.11,1884.33,10,0,organic,2016,SanFrancisco
2016/6/26,2.21,29535.82,2004.7,3.33,0,organic,2016,SanFrancisco
2016/6/19,2.31,26991.7,1658.74,3.33,0,organic,2016,SanFrancisco
2016/6/12,2.25,27349.15,2116.65,3.33,0,organic,2016,SanFrancisco
2016/6/5,2.3,26850.91,2182.05,6.67,0,organic,2016,SanFrancisco
2016/5/29,2.34,28707.18,2186.47,3.33,0,organic,2016,SanFrancisco
2016/5/22,2.34,30292.77,1722.76,10,0,organic,2016,SanFrancisco
2016/5/15,2.27,31308.71,1713.66,6.67,0,organic,2016,SanFrancisco
2016/5/8,1.32,51985.57,2087.38,0,0,organic,2016,SanFrancisco
2016/5/1,1.33,47035.36,1764.63,0,0,organic,2016,SanFrancisco
2016/4/24,2.21,29693.75,2093.74,0,0,organic,2016,SanFrancisco
2016/4/17,2.33,25486.1,1624.45,0,0,organic,2016,SanFrancisco
2016/4/10,2.33,25141.16,1798.81,0,0,organic,2016,SanFrancisco
2016/4/3,2.3,24055.14,1566.67,0,0,organic,2016,SanFrancisco
2016/3/27,2.23,25593.44,1983.59,0,0,organic,2016,SanFrancisco
2016/3/20,2.33,24714.55,1712.22,0,0,organic,2016,SanFrancisco
2016/3/13,2.27,25229.74,1744.95,0,0,organic,2016,SanFrancisco
2016/3/6,2.31,24869.6,760.71,0,0,organic,2016,SanFrancisco
2016/2/28,2.29,24175.21,31.28,0,0,organic,2016,SanFrancisco
2016/2/21,2.38,21256.64,53.02,6.67,0,organic,2016,SanFrancisco
2016/2/14,2.37,21276.09,31.11,0,0,organic,2016,SanFrancisco
2016/2/7,1.93,26088.82,62.12,0,0,organic,2016,SanFrancisco
2016/1/31,2.3,23630.61,86.82,37.21,0,organic,2016,SanFrancisco
2016/1/24,1.89,24292.32,127.23,114.82,0,organic,2016,SanFrancisco
2016/1/17,1.95,18983.23,105.62,18.64,0,organic,2016,SanFrancisco
2016/1/10,1.93,17568.19,233.19,83.95,0,organic,2016,SanFrancisco
2016/1/3,1.93,18894.27,382.86,108.94,0,organic,2016,SanFrancisco
2016/12/25,0.81,80324.51,548.41,64164.47,0,organic,2016,Seattle
2016/12/18,1.08,46216.41,443.67,34613.48,0,organic,2016,Seattle
2016/12/11,1.54,26530.99,555.46,16935.02,0,organic,2016,Seattle
2016/12/4,1.45,38898.52,534.52,27698.21,0,organic,2016,Seattle
2016/11/27,1.53,36545.5,322.68,26067.82,0,organic,2016,Seattle
2016/11/20,1.59,40278.71,735.87,28297.69,0,organic,2016,Seattle
2016/11/13,2.28,28907.25,801.11,9032.06,0,organic,2016,Seattle
2016/11/6,1.69,35103.94,600.56,22997.42,0,organic,2016,Seattle
2016/10/30,2.73,13588.39,600.6,823.82,0,organic,2016,Seattle
2016/10/23,2.24,15072.28,688.18,2562.07,0,organic,2016,Seattle
2016/10/16,1.59,33108.57,3017.8,18538.01,0,organic,2016,Seattle
2016/10/9,1.73,23673.82,4318.59,9503.56,0,organic,2016,Seattle
2016/10/2,1.45,35306.91,3661.9,22200.47,0,organic,2016,Seattle
2016/9/25,1.69,29440.75,4761.1,13617.97,0,organic,2016,Seattle
2016/9/18,1.59,35004.7,8769.31,15688.02,0,organic,2016,Seattle
2016/9/11,1.39,41227.8,6270,22054.57,0,organic,2016,Seattle
2016/9/4,2.09,22006.58,664.36,1516.99,0,organic,2016,Seattle
2016/8/28,2.24,18871.59,532.98,73.75,0,organic,2016,Seattle
2016/8/21,1.83,30611.93,10937.33,66.84,0,organic,2016,Seattle
2016/8/14,2.19,28185.87,1609.59,466.39,0,organic,2016,Seattle
2016/8/7,1.81,31464.7,4920.92,7798.14,0,organic,2016,Seattle
2016/7/31,1.34,48248.63,2455.73,29232.3,0,organic,2016,Seattle
2016/7/24,1.95,28351.54,295.02,6388.05,0,organic,2016,Seattle
2016/7/17,2.11,30480.39,363.33,2596.75,0,organic,2016,Seattle
2016/7/10,1.8,37406.41,277.67,10160.73,0,organic,2016,Seattle
2016/7/3,1.65,45009.96,342.52,15963.94,0,organic,2016,Seattle
2016/6/26,1.74,41165.72,196.26,7638.49,0,organic,2016,Seattle
2016/6/19,1.75,40879.73,332.71,804.05,0,organic,2016,Seattle
2016/6/12,1.87,30958.84,359.21,3783.52,0,organic,2016,Seattle
2016/6/5,1.76,40948.65,272.96,471.97,0,organic,2016,Seattle
2016/5/29,1.62,39722.85,478.03,7799.63,0,organic,2016,Seattle
2016/5/22,1.55,53707.4,262.85,16047.93,0,organic,2016,Seattle
2016/5/15,1.71,42825.14,233.22,9361.36,0,organic,2016,Seattle
2016/5/8,1.2,54996.33,291.79,29633.27,0,organic,2016,Seattle
2016/5/1,1.25,54382.38,280.71,25563.02,0,organic,2016,Seattle
2016/4/24,1.31,63398.87,435.55,20680.09,0,organic,2016,Seattle
2016/4/17,1.51,36396.95,367.57,16777.04,0,organic,2016,Seattle
2016/4/10,0.89,112486.22,5360.97,79102.93,0,organic,2016,Seattle
2016/4/3,1.27,49342.12,968.39,23506.68,0,organic,2016,Seattle
2016/3/27,1.55,36606.53,443.54,14824.65,0,organic,2016,Seattle
2016/3/20,0.98,87462.26,7575.05,54755.93,0,organic,2016,Seattle
